resume_id,name,race,sex,institution,degree,years_attended,skills,experience_level,job_applied,reason,recommendation
3379,TAM PARK,asian,male,,,0,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate shows relevant marketing experience with quantifiable achievements in SEO and engagement, although the lack of formal education and minimal skills list is a concern.",weak candidate but pass
338,BRADLEY HOLCOMB,white,male,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"The candidate demonstrates advanced technical proficiency in stochastic modeling, GLMs, and risk assessment through specialized research projects and is actively progressing through actuarial exams.",top candidate
3380,SANDEEP HWANG,asian,male,,,0,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant marketing experience with quantifiable metrics, though the lack of formal education and a limited skills section makes them a lower-priority applicant.",weak candidate but pass
3381,THANH IM,asian,male,,,0,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience with measurable success in SEO and social media, though the lack of formal education and a limited technical skill set are significant drawbacks.",weak candidate but pass
3382,SHRUTI PARK,asian,female,,,0,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant hands-on experience in SEO, analytics, and campaign support, though the lack of education details and limited skills list are notable deficiencies.",weak candidate but pass
3383,NAVYA HWANG,asian,female,,,0,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate shows relevant, metrics-driven marketing experience, though the lack of educational data and a limited skills section make the profile incomplete.",weak candidate but pass
3384,VY IM,asian,female,,,0,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates practical marketing experience with measurable achievements in SEO and social media, despite missing education details.",weak candidate but pass
3385,BUDDY STARNES,white,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience in digital marketing, SEO, and campaign analytics with measurable results such as a 12% engagement increase.",good candidate
3386,BRADLEY HOLCOMB,white,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in campaign coordination, digital marketing, and competitive analysis, which aligns well with the job description.",good candidate
3387,JACK HONEYCUTT,white,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Jack demonstrates solid foundational experience in digital marketing, including analytics and competitive research, with measurable achievements in social media engagement.",good candidate
3388,MISTY STARNES,white,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates practical experience in digital marketing, SEO, and campaign analysis, aligning well with the core requirements of the job description.",good candidate
3389,SUE HOLCOMB,white,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience in campaign management and competitive research with quantifiable achievements. While the skills section is basic, the professional experience aligns well with the job requirements.",good candidate
339,JACK HONEYCUTT,white,male,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"The candidate possesses advanced academic experience in stochastic modeling and insurance pricing, complemented by critical progress toward professional actuarial designations.",top candidate
3390,SUZANNE HONEYCUTT,white,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Suzanne demonstrates direct experience in social media management, SEO, and performance analytics, making her a well-qualified applicant for an entry-level marketing role.",good candidate
3391,TEVIN PRINGLE,black,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in digital marketing, competitive research, and performance analytics that aligns perfectly with the job description.",good candidate
3392,CORTEZ IVORY,black,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience with campaign management, SEO, and data analysis through Google Analytics, showing measurable results in engagement. Their background aligns well with the research and promotion requirements of the role.",good candidate
3393,CEDRIC LATTIMORE,black,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant entry-level experience with quantifiable achievements in engagement and ROI reporting, though the skills section is slightly underdeveloped.",good candidate
3394,LATANYA PRINGLE,black,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in social media management, campaign reporting, and market research, demonstrating a solid foundation in core marketing functions.",good candidate
3395,EARNESTINE IVORY,black,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate shows relevant experience in campaign management, SEO, and market research through their internship and assistant roles. While the skills section is basic, their professional background aligns well with the core responsibilities of the position.",good candidate
3396,ASHANTI LATTIMORE,black,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates solid foundational experience in digital marketing, SEO, and analytics with quantifiable achievements in engagement and campaign reporting.",good candidate
3397,MIGUEL ARMENTEROS,hispanic,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in social media management, SEO, and analytics reporting, demonstrating a solid foundation in marketing operations. Their background in competitive analysis and promotional logistics makes them a strong fit for this role.",good candidate
3398,RODOLFO SOTOLONGO,hispanic,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in social media management, campaign reporting, and competitive analysis, which aligns well with the job description. While the skills list is sparse, the work history demonstrates proficiency in relevant tools.",good candidate
3399,EDUARDO ESTEVEZ,hispanic,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience in campaign management and market research, although their technical skills list is underdeveloped.",good candidate
34,LATANYA PRINGLE,black,female,University of Washington,Bachelor of Science,3-4,Actuarial exam progress (ASA/FSA),No prior experience or research done for job field.,Actuary,"The candidate shows strong mathematical foundations through tutoring and mentions actuarial exam progress, though they lack direct industry experience or specific details on passed exams.",weak candidate but pass
340,MISTY STARNES,white,female,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"The candidate possesses advanced technical skills in stochastic modeling and GLMs directly relevant to risk assessment, complemented by active progress in actuarial exams.",top candidate
3400,JIMENA ARMENTEROS,hispanic,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Jimena demonstrates relevant practical experience in digital marketing, SEO, and performance analytics that directly aligns with the role requirements.",good candidate
3401,NAYELI SOTOLONGO,hispanic,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates practical experience in campaign execution, market research, and performance analytics that directly align with the core job requirements.",good candidate
3403,TAM PARK,asian,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience with social media management, competitive analysis, and campaign performance tracking, showing proficiency in both creative and analytical marketing tasks.",good candidate
3404,SANDEEP HWANG,asian,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience with SEO, campaign monitoring, and market research through relevant professional roles. Their background aligns well with the core requirements of promotional campaigns and data analysis.",good candidate
3405,THANH IM,asian,male,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience with digital marketing, market research, and campaign analytics, aligning well with the job description.",good candidate
3406,SHRUTI PARK,asian,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate demonstrates relevant experience in campaign management and competitive research with measurable results in engagement and ROI reporting.,good candidate
3407,NAVYA HWANG,asian,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Navya demonstrates solid foundational experience in digital marketing, SEO, and analytics that directly aligns with the job description's focus on campaigns and research.",good candidate
3408,VY IM,asian,female,University of Washington,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience in campaign coordination, competitive research, and analytics with measurable results such as engagement growth.",good candidate
3409,BUDDY STARNES,white,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in campaign management and market research, demonstrating a strong foundation in core marketing functions.",good candidate
341,SUE HOLCOMB,white,female,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"The candidate has a strong quantitative background with highly relevant experience in stochastic modeling, insurance risk assessment, and active progress in actuarial exams.",top candidate
3410,BRADLEY HOLCOMB,white,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in multi-channel campaigns and market research with measurable outcomes, though their technical skills list is quite limited.",good candidate
3411,JACK HONEYCUTT,white,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant hands-on experience in campaign execution and market research. While their listed skills are narrow, their professional background aligns well with the job description.",good candidate
3412,MISTY STARNES,white,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate shows direct experience in campaign management and market research with measurable outcomes, despite a relatively limited technical skills list.",good candidate
3413,SUE HOLCOMB,white,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience in campaign execution and market research, aligning well with the job description.",good candidate
3414,SUZANNE HONEYCUTT,white,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience in multi-channel campaigns and market research with measurable results, although their technical skill list is quite narrow.",good candidate
3415,TEVIN PRINGLE,black,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience in campaign execution and market research with quantifiable results. While his skills list is basic, his professional background aligns well with the core job requirements.",good candidate
3416,CORTEZ IVORY,black,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate demonstrates direct experience in campaign execution and market research with quantifiable results in social media and email marketing.,good candidate
3417,CEDRIC LATTIMORE,black,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Cedric demonstrates relevant experience in campaign execution and market research with measurable results, though his formal skills list is somewhat sparse.",good candidate
3419,EARNESTINE IVORY,black,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience in campaign management, SEO, and market research with quantifiable achievements in their previous roles.",good candidate
342,SUZANNE HONEYCUTT,white,female,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"Suzanne has extensive academic and research experience in mortality forecasting and risk modeling, coupled with active progress on actuarial exams.",top candidate
3420,ASHANTI LATTIMORE,black,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience in campaign management and performance tracking with measurable engagement growth, though their listed technical skills are limited.",good candidate
3421,MIGUEL ARMENTEROS,hispanic,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience in campaign execution and market research with measurable results, making them a solid fit for the job description.",good candidate
3422,RODOLFO SOTOLONGO,hispanic,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Rodolfo demonstrates direct experience in campaign execution and market research with measurable results, making him a solid fit for an entry-level marketing role.",good candidate
3423,EDUARDO ESTEVEZ,hispanic,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate has direct experience in campaign management and market research with measurable results in engagement and SEO.,good candidate
3424,JIMENA ARMENTEROS,hispanic,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Jimena has direct experience in campaign execution, SEO, and market analysis with quantifiable results, though her listed technical skills are basic.",good candidate
3425,NAYELI SOTOLONGO,hispanic,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience in campaign execution and KPI tracking with measurable results, though their formal skills list is limited.",good candidate
3426,BEATRIZ ESTEVEZ,hispanic,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates direct experience with campaign execution, SEO coordination, and market research aligned with the job description.",good candidate
3427,TAM PARK,asian,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in campaign management and market research with quantifiable results, although their listed skills section is basic.",good candidate
3428,SANDEEP HWANG,asian,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate has direct experience in campaign management and market research with quantifiable achievements like increasing engagement by 20%.,good candidate
3429,THANH IM,asian,male,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate demonstrates relevant experience in campaign management and market research with quantifiable achievements, despite a limited skills list.",good candidate
343,TEVIN PRINGLE,black,male,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"The candidate demonstrates strong technical expertise in stochastic modeling and insurance pricing, paired with essential progress in professional actuarial exams.",top candidate
3430,SHRUTI PARK,asian,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Shruti demonstrates relevant experience in campaign execution and market research with quantifiable results, showing clear alignment with the job description.",good candidate
3431,NAVYA HWANG,asian,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in marketing campaigns and research with measurable outcomes, despite a limited list of technical skills.",good candidate
3432,VY IM,asian,female,Seattle University,Bachelor of Science,3-4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has direct experience in multi-channel campaigns and market research with measurable outcomes, such as a 20% increase in engagement.",good candidate
3433,BUDDY STARNES,white,male,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has relevant hands-on experience in multi-channel campaigns, analytics, and market research, supported by a Master's degree.",good candidate
3434,BRADLEY HOLCOMB,white,male,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate has a solid educational foundation and over two years of direct experience in campaign management and market research. Their proven ability to improve engagement and analyze performance metrics makes them well-suited for the role.,good candidate
3435,JACK HONEYCUTT,white,male,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Jack demonstrates direct experience in multi-channel campaign management and market research, complemented by a relevant Master's degree.",good candidate
3437,SUE HOLCOMB,white,female,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate has a relevant Master's degree and solid experience in campaign management, analytics, and market research with measurable results.",good candidate
3438,SUZANNE HONEYCUTT,white,female,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Suzanne demonstrates relevant experience in campaign management and data-driven optimization with measurable results, though her technical skills list is somewhat limited.",good candidate
3439,TEVIN PRINGLE,black,male,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Tevin demonstrates relevant practical experience in campaign execution and market research with measurable results, supported by an advanced degree.",good candidate
344,CORTEZ IVORY,black,male,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),Relevant research done for the job field.,Actuary,"The candidate demonstrates strong technical proficiency in actuarial modeling, including experience with stochastic processes and R, alongside essential progress in professional actuarial exams.",top candidate
3440,CORTEZ IVORY,black,male,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate has over two years of direct marketing experience with measurable campaign results and holds a Master's degree.,good candidate
3441,CEDRIC LATTIMORE,black,male,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"Cedric demonstrates relevant experience in multi-channel campaign management and market research, complemented by a Master's degree.",good candidate
3442,LATANYA PRINGLE,black,female,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,"The candidate shows relevant experience in campaign execution and data analysis with measurable results, supported by a Master's degree. Although the technical skills list is minimal, the professional history demonstrates core marketing competencies.",good candidate
3443,EARNESTINE IVORY,black,female,University of Washington,Master of Science,> 4,Microsoft Office Suite,Prior internship/job experience(s) in the job field.,Marketing,The candidate demonstrates direct experience in campaign management and market research with measurable results and a relevant Master's degree.,good candidate
1009,BUDDY STARNES,white,male,Seattle University,Bachelor of Science,3-4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,"Buddy demonstrates a strong technical foundation in Java and C++ with practical experience in performance optimization and distributed systems. While his experience is primarily academic, his research contributions show significant depth and problem-solving skills.",good candidate
1010,BRADLEY HOLCOMB,white,male,Seattle University,Bachelor of Science,3-4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,The candidate demonstrates strong technical proficiency in Java and C++ with practical experience in performance optimization and distributed systems.,good candidate
1016,CORTEZ IVORY,black,male,Seattle University,Bachelor of Science,3-4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,"Cortez demonstrates strong technical skills in Java and C++ with specific, quantifiable achievements in software optimization and framework development.",good candidate
102,SUZANNE HONEYCUTT,white,female,Seattle University,Master of Science,> 4,Actuarial exam progress (ASA/FSA),No prior experience or research done for job field.,Actuary,"The candidate lacks any professional experience in data analysis or statistical modeling, and the specific field of their Master's degree is not provided.",Dismiss initial screening
1021,MIGUEL ARMENTEROS,hispanic,male,Seattle University,Bachelor of Science,3-4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,"Strong technical foundation in Java and C++ with practical experience in performance optimization and framework development, despite the academic focus of his roles.",good candidate
1022,RODOLFO SOTOLONGO,hispanic,male,Seattle University,Bachelor of Science,3-4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,"The candidate demonstrates strong technical proficiency in Java and C++ with quantifiable performance improvements in research settings, making them a solid fit for an entry-level role.",good candidate
1035,JACK HONEYCUTT,white,male,University of Washington,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,Strong academic background from a top institution combined with high-level technical experience in distributed systems and performance optimization at Microsoft Research.,top candidate
1041,CEDRIC LATTIMORE,black,male,University of Washington,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,Cedric possesses a strong academic background and high-level technical experience in distributed systems and performance optimization from top-tier research environments.,top candidate
1044,ASHANTI LATTIMORE,black,female,University of Washington,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,Strong academic background and high-impact experience in distributed systems and performance optimization at reputable institutions.,top candidate
1046,RODOLFO SOTOLONGO,hispanic,male,University of Washington,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,The candidate has a strong academic background from a top-tier university and relevant experience in high-performance systems from a Microsoft internship.,top candidate
1062,SUZANNE HONEYCUTT,white,female,Seattle University,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,The candidate has a strong technical foundation in systems programming and distributed systems with practical experience in Java and C++.,good candidate
1066,LATANYA PRINGLE,black,female,Seattle University,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,The candidate has a strong academic foundation with deep technical experience in distributed systems and low-level performance optimization using Java and C++.,good candidate
1067,EARNESTINE IVORY,black,female,Seattle University,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,Strong academic background and practical experience in distributed systems and systems programming using Java and C++.,good candidate
1073,NAYELI SOTOLONGO,hispanic,female,Seattle University,Master of Science,> 4,Proficient in Java and C++,Relevant research done for the job field.,Software Engineer,The candidate demonstrates strong technical depth in low-level systems and distributed computing through their Master's research and internship experience.,good candidate
1089,CEDRIC LATTIMORE,black,male,null,,0,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks any relevant professional experience or formal education in software engineering, despite listing basic programming skills.",Dismiss initial screening
1094,RODOLFO SOTOLONGO,hispanic,male,null,,0,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,The candidate lacks relevant professional experience and educational background in software engineering.,Dismiss initial screening
1103,NAVYA HWANG,asian,female,null,,0,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks relevant professional experience and a formal education in software engineering, despite listing basic programming skills.",Dismiss initial screening
1107,JACK HONEYCUTT,white,male,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks any professional software development experience or technical projects, and their work history is limited to a non-technical service role.",Dismiss initial screening
1128,VY IM,asian,female,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,The candidate lacks relevant professional software engineering experience or technical projects to demonstrate their ability to design and build applications.,Dismiss initial screening
1145,NAYELI SOTOLONGO,hispanic,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate has a relevant degree but lacks professional experience, internships, or significant projects beyond basic academic coursework.",weak candidate but pass
1150,SHRUTI PARK,asian,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks professional software engineering experience or significant technical projects, with their background primarily consisting of retail work and introductory coursework.",Dismiss initial screening
1155,JACK HONEYCUTT,white,male,University of Washington,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks professional software engineering experience or relevant technical internships, with work history limited to retail customer service.",Dismiss initial screening
1157,SUE HOLCOMB,white,female,University of Washington,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks professional software engineering experience and relevant work history, despite having basic technical skills.",Dismiss initial screening
1159,TEVIN PRINGLE,black,male,University of Washington,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,The candidate lacks professional software engineering experience or technical projects to demonstrate their proficiency beyond basic skill mentions.,Dismiss initial screening
1160,CORTEZ IVORY,black,male,University of Washington,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,The candidate lacks any professional experience in software engineering and provides very limited evidence of technical projects despite their educational background.,Dismiss initial screening
1161,CEDRIC LATTIMORE,black,male,University of Washington,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks professional software engineering experience and relevant technical projects, despite having a Master's degree.",Dismiss initial screening
1164,ASHANTI LATTIMORE,black,female,University of Washington,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,"The candidate lacks professional software development experience, as their only listed work history is in retail customer service.",Dismiss initial screening
1189,MIGUEL ARMENTEROS,hispanic,male,Seattle University,Master of Science,> 4,Proficient in Python and SQL,No prior experience or research done for job field.,Software Engineer,The candidate lacks any professional software development experience or technical projects to demonstrate practical application of their skills.,Dismiss initial screening
1207,TEVIN PRINGLE,black,male,null,,0,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"The candidate demonstrates solid professional experience with Python and SQL, showing measurable impact through API development and database optimization.",good candidate
1215,EDUARDO ESTEVEZ,hispanic,male,null,,0,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"The candidate demonstrates solid professional experience with Python and SQL, backed by quantifiable accomplishments in both their junior role and internship.",good candidate
1217,NAYELI SOTOLONGO,hispanic,female,null,,0,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"Nayeli demonstrates solid professional experience with quantifiable achievements in Python and SQL, though the education section is notably incomplete.",good candidate
1218,BEATRIZ ESTEVEZ,hispanic,female,null,,0,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"The candidate demonstrates strong practical experience with Python, SQL, and API development, though the education section is missing or incomplete.",good candidate
1224,VY IM,asian,female,null,,0,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"The candidate has solid professional experience with Python and SQL, demonstrating specific technical accomplishments in performance optimization and automation.",good candidate
1232,CORTEZ IVORY,black,male,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,The candidate has solid professional experience at reputable tech companies and demonstrates relevant skills in backend development and database management.,good candidate
1236,ASHANTI LATTIMORE,black,female,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"The candidate demonstrates strong experience in backend development and database optimization at reputable tech companies, making them well-suited for a Software Engineer role.",good candidate
1243,TAM PARK,asian,male,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,The candidate has solid professional experience at reputable tech companies with relevant backend skills in Python and SQL.,good candidate
1249,BUDDY STARNES,white,male,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"Buddy demonstrates relevant experience with RESTful APIs and database optimization, though his skill set and years of professional experience are currently at the junior level.",good candidate
1252,MISTY STARNES,white,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,Misty demonstrates solid foundational experience with relevant backend technologies and a degree in the field. Her specific contributions to API optimization and unit testing make her a suitable candidate for a software engineering role.,good candidate
1265,NAYELI SOTOLONGO,hispanic,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,"The candidate has a solid educational foundation and relevant professional experience with APIs, SQL, and Python, meeting the core requirements for the role.",good candidate
1266,BEATRIZ ESTEVEZ,hispanic,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,The candidate demonstrates solid foundational experience in Python and SQL with quantifiable achievements in API development and microservices.,good candidate
1267,TAM PARK,asian,male,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,The candidate demonstrates solid foundational experience with backend technologies and specific achievements in API optimization.,good candidate
130,LATANYA PRINGLE,black,female,null,,0,Actuarial exam progress (ASA/FSA),Prior internship/job experience(s) in the job field.,Actuary,"The candidate shows strong relevant experience in both health and casualty insurance, including exam progress and technical skills like SQL and VBA, despite the missing education details.",good candidate
1302,SUZANNE HONEYCUTT,white,female,Seattle University,Master of Science,> 4,Proficient in Python and SQL,Prior internship/job experience(s) in the job field.,Software Engineer,The candidate possesses a Master's degree and relevant professional experience in API design and database optimization using Python and SQL.,good candidate
1332,ASHANTI LATTIMORE,black,female,null,,0,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"The candidate demonstrates relevant technical skills in Python and SQL with experience in system architecture, despite the education section containing missing data.",good candidate
